"Anchor_seq","Anchor_start","Anchor_end","Cruciform_seq","Cruciform_start","Cruciform_end","Distancia_kb"
"NC_002607.1",724040,724062,"NC_002607.1",724269,724284,0.206
"NC_002607.1",724062,724196,"NC_002607.1",724269,724284,0.072
"NC_002607.1",724196,724216,"NC_002607.1",724269,724284,0.052
"NC_002607.1",724216,724271,"NC_002607.1",724269,724284,0
"NC_002607.1",724279,724346,"NC_002607.1",724269,724284,0
"NC_002607.1",724346,724497,"NC_002607.1",724269,724284,0.061
"NC_002607.1",724497,724613,"NC_002607.1",724269,724284,0.212
"NC_002607.1",724613,724781,"NC_002607.1",724269,724284,0.328
"NC_002607.1",724781,724894,"NC_002607.1",725213,725224,0.318
"NC_002607.1",724894,724943,"NC_002607.1",725213,725224,0.269
"NC_002607.1",724943,724989,"NC_002607.1",725213,725224,0.223
"NC_002607.1",724989,725058,"NC_002607.1",725213,725224,0.154
"NC_002607.1",725118,725158,"NC_002607.1",725213,725224,0.054
"NC_002607.1",725158,725360,"NC_002607.1",725213,725224,0
"NC_002607.1",725360,725441,"NC_002607.1",725213,725224,0.135
"NC_002607.1",725441,725573,"NC_002607.1",725213,725224,0.216
"NC_002607.1",725573,725584,"NC_002607.1",725213,725224,0.348
"NC_002607.1",725584,725646,"NC_002607.1",725213,725224,0.359
"NC_002607.1",725646,725736,"NC_002607.1",725213,725224,0.421
"NC_002607.1",725736,726080,"NC_002607.1",725213,725224,0.511
"NC_002607.1",726080,726168,"NC_002607.1",726792,726905,0.623
"NC_002607.1",726168,726391,"NC_002607.1",726792,726905,0.4
"NC_002607.1",726391,726530,"NC_002607.1",726792,726905,0.261
"NC_002607.1",726530,726576,"NC_002607.1",726792,726905,0.215
"NC_002607.1",726576,726683,"NC_002607.1",726792,726905,0.108
"NC_002607.1",726683,726747,"NC_002607.1",726792,726905,0.044
"NC_002607.1",726747,726802,"NC_002607.1",726792,726905,0
"NC_002607.1",726802,726986,"NC_002607.1",726792,726905,0
"NC_002607.1",726986,727016,"NC_002607.1",726980,726994,0
"NC_002607.1",727016,727543,"NC_002607.1",727153,727165,0
"NC_002607.1",727543,727662,"NC_002607.1",727709,727722,0.046
"NC_002607.1",727768,727860,"NC_002607.1",727709,727722,0.045
"NC_002607.1",727860,728004,"NC_002607.1",727709,727722,0.137
"NC_002607.1",728004,728331,"NC_002607.1",727709,727722,0.281
"NC_002607.1",728331,728531,"NC_002607.1",727709,727722,0.608
"NC_002607.1",728531,728751,"NC_002607.1",729279,729295,0.527
"NC_002607.1",728751,729048,"NC_002607.1",729279,729295,0.23
"NC_002607.1",729048,729216,"NC_002607.1",729279,729295,0.062
"NC_002607.1",729216,729402,"NC_002607.1",729279,729295,0
"NC_002607.1",729402,729628,"NC_002607.1",729561,729573,0
"NC_002607.1",729628,729702,"NC_002607.1",729561,729573,0.054
"NC_002607.1",729702,729856,"NC_002607.1",729561,729573,0.128
"NC_002607.1",729856,729865,"NC_002607.1",729561,729573,0.282
"NC_002607.1",729865,730533,"NC_002607.1",729561,729573,0.291
"NC_002607.1",730533,730680,"NC_002607.1",731096,731107,0.415
"NC_002607.1",730680,730744,"NC_002607.1",731096,731107,0.351
"NC_002607.1",730744,730786,"NC_002607.1",731096,731107,0.309
"NC_002607.1",730786,730808,"NC_002607.1",731096,731107,0.287
"NC_002607.1",730808,730889,"NC_002607.1",731096,731107,0.206
"NC_002607.1",730889,730954,"NC_002607.1",731096,731107,0.141
"NC_002607.1",730954,731105,"NC_002607.1",731096,731107,0
"NC_002607.1",731105,731120,"NC_002607.1",731096,731107,0
"NC_002607.1",731120,731174,"NC_002607.1",731162,731176,0
"NC_002607.1",731174,731291,"NC_002607.1",731162,731176,0
"NC_002607.1",731291,731428,"NC_002607.1",731441,731454,0.012
"NC_002607.1",731428,731469,"NC_002607.1",731441,731454,0
"NC_002607.1",731469,731532,"NC_002607.1",731441,731454,0.014
"NC_002607.1",731532,731551,"NC_002607.1",731441,731454,0.077
"NC_002607.1",731551,731576,"NC_002607.1",731441,731454,0.096
"NC_002607.1",731576,731896,"NC_002607.1",731441,731454,0.121
"NC_002607.1",731947,732058,"NC_002607.1",732091,732105,0.032
"NC_002607.1",732058,732108,"NC_002607.1",732091,732105,0
"NC_002607.1",732108,732489,"NC_002607.1",732159,732173,0
"NC_002607.1",732489,732510,"NC_002607.1",732696,732710,0.185
"NC_002607.1",732510,732713,"NC_002607.1",732696,732710,0
"NC_002607.1",732713,733091,"NC_002607.1",732696,732710,0.002
"NC_002607.1",733142,733253,"NC_002607.1",733286,733300,0.032
"NC_002607.1",733253,733303,"NC_002607.1",733286,733300,0
"NC_002607.1",733303,733469,"NC_002607.1",733354,733368,0
"NC_002607.1",733469,733673,"NC_002607.1",733354,733368,0.1
"NC_002607.1",733673,733768,"NC_002607.1",733354,733368,0.304
"NC_002607.1",733768,733774,"NC_002607.1",733354,733368,0.399
"NC_002607.1",733774,733966,"NC_002607.1",734177,734189,0.21
"NC_002607.1",733966,734166,"NC_002607.1",734177,734189,0.01
"NC_002607.1",734166,734302,"NC_002607.1",734177,734189,0
"NC_002607.1",734302,734398,"NC_002607.1",734177,734189,0.112
"NC_002607.1",734398,734436,"NC_002607.1",734177,734189,0.208
"NC_002607.1",734436,734517,"NC_002607.1",734759,734770,0.241
"NC_002607.1",734517,734549,"NC_002607.1",734759,734770,0.209
"NC_002607.1",734549,734589,"NC_002607.1",734759,734770,0.169
"NC_002607.1",734589,734944,"NC_002607.1",734759,734770,0
"NC_002607.1",734944,735043,"NC_002607.1",735059,735075,0.015
"NC_002607.1",735043,735074,"NC_002607.1",735059,735075,0
"NC_002607.1",735074,735142,"NC_002607.1",735059,735075,0
"NC_002607.1",735142,735197,"NC_002607.1",735059,735075,0.066
"NC_002607.1",735197,735531,"NC_002607.1",735448,735462,0
"NC_002607.1",735531,735560,"NC_002607.1",735448,735462,0.068
"NC_002607.1",735560,735706,"NC_002607.1",735448,735462,0.097
"NC_002607.1",735706,735729,"NC_002607.1",735448,735462,0.243
"NC_002607.1",735729,736195,"NC_002607.1",736035,736048,0
"NC_002607.1",736195,736199,"NC_002607.1",736035,736048,0.146
"NC_002607.1",736199,736232,"NC_002607.1",736035,736048,0.15
"NC_002607.1",736232,736346,"NC_002607.1",736385,736398,0.038
"NC_002607.1",736346,736365,"NC_002607.1",736385,736398,0.019
"NC_002607.1",736365,736428,"NC_002607.1",736385,736398,0
"NC_002607.1",736428,736489,"NC_002607.1",736401,736416,0.011
"NC_002607.1",736489,736592,"NC_002607.1",736401,736416,0.072
"NC_002607.1",736592,736672,"NC_002607.1",736401,736416,0.175
"NC_002607.1",736672,736704,"NC_002607.1",736401,736416,0.255
"NC_002607.1",736704,736728,"NC_002607.1",736401,736416,0.287
"NC_002607.1",736728,736836,"NC_002607.1",736401,736416,0.311
"NC_002607.1",736836,736867,"NC_002607.1",736401,736416,0.419
"NC_002607.1",736867,736910,"NC_002607.1",736401,736416,0.45
"NC_002607.1",736910,737275,"NC_002607.1",737529,737541,0.253
"NC_002607.1",737275,737398,"NC_002607.1",737529,737541,0.13
"NC_002607.1",737398,737513,"NC_002607.1",737529,737541,0.015
"NC_002607.1",737513,737560,"NC_002607.1",737529,737541,0
"NC_002607.1",737560,737600,"NC_002607.1",737570,737583,0
"NC_002607.1",737600,737731,"NC_002607.1",737570,737583,0.016
"NC_002607.1",737731,737796,"NC_002607.1",737846,737860,0.049
"NC_002607.1",737796,737845,"NC_002607.1",737846,737860,0
"NC_002607.1",737845,737963,"NC_002607.1",737846,737860,0
"NC_002607.1",737963,737989,"NC_002607.1",737846,737860,0.102
"NC_002607.1",737989,738208,"NC_002607.1",737846,737860,0.128
"NC_002607.1",738208,738297,"NC_002607.1",737846,737860,0.347
"NC_002607.1",738297,738426,"NC_002607.1",738806,738871,0.379
"NC_002607.1",738426,738465,"NC_002607.1",738806,738871,0.34
"NC_002607.1",738465,738621,"NC_002607.1",738806,738871,0.184
"NC_002607.1",738621,738715,"NC_002607.1",738806,738871,0.09
"NC_002607.1",738715,738751,"NC_002607.1",738806,738871,0.054
"NC_002607.1",738751,738767,"NC_002607.1",738806,738871,0.038
"NC_002607.1",738767,739038,"NC_002607.1",738806,738871,0
"NC_002607.1",739038,739369,"NC_002607.1",739051,739064,0
"NC_002607.1",739369,739402,"NC_002607.1",739217,739232,0.136
"NC_002607.1",739402,739410,"NC_002607.1",739217,739232,0.169
"NC_002607.1",739410,739570,"NC_002607.1",739634,739648,0.063
"NC_002607.1",739570,739738,"NC_002607.1",739634,739648,0
"NC_002607.1",739738,739782,"NC_002607.1",739634,739648,0.089
"NC_002607.1",739782,739896,"NC_002607.1",739905,739917,0.008
"NC_002607.1",739896,739905,"NC_002607.1",739905,739917,0
"NC_002607.1",739905,739914,"NC_002607.1",739905,739917,0
"NC_002607.1",739914,740009,"NC_002607.1",739905,739917,0
"NC_002607.1",740009,740230,"NC_002607.1",739905,739917,0.091
"NC_002607.1",740230,740262,"NC_002607.1",739905,739917,0.312
"NC_002607.1",740262,740340,"NC_002607.1",740598,740613,0.257
"NC_002607.1",740340,740376,"NC_002607.1",740598,740613,0.221
"NC_002607.1",740376,740487,"NC_002607.1",740598,740613,0.11
"NC_002607.1",740487,740590,"NC_002607.1",740598,740613,0.007
"NC_002607.1",740590,740879,"NC_002607.1",740598,740613,0
"NC_002607.1",740879,741030,"NC_002607.1",740925,740937,0
"NC_002607.1",741030,741232,"NC_002607.1",741241,741254,0.008
"NC_002607.1",741232,741411,"NC_002607.1",741241,741254,0
"NC_002607.1",741423,741507,"NC_002607.1",741507,741534,0
"NC_002607.1",741507,741531,"NC_002607.1",741507,741534,0
"NC_002607.1",741531,741722,"NC_002607.1",741507,741534,0
"NC_002607.1",741722,741754,"NC_002607.1",741507,741534,0.187
"NC_002607.1",741754,741896,"NC_002607.1",741507,741534,0.219
"NC_002607.1",741896,741991,"NC_002607.1",741507,741534,0.361
"NC_002607.1",741991,742039,"NC_002607.1",742451,742466,0.411
"NC_002607.1",742039,742109,"NC_002607.1",742451,742466,0.341
"NC_002607.1",742109,742113,"NC_002607.1",742451,742466,0.337
"NC_002607.1",742113,742281,"NC_002607.1",742451,742466,0.169
"NC_002607.1",742293,742335,"NC_002607.1",742451,742466,0.115
"NC_002607.1",742352,742393,"NC_002607.1",742451,742466,0.057
"NC_002607.1",742463,742573,"NC_002607.1",742451,742466,0
"NC_002607.1",742573,742748,"NC_002607.1",742451,742466,0.106
"NC_002607.1",742748,742962,"NC_002607.1",743185,743204,0.222
"NC_002607.1",742962,743028,"NC_002607.1",743185,743204,0.156
"NC_002607.1",743028,743107,"NC_002607.1",743185,743204,0.077
"NC_002607.1",743107,743192,"NC_002607.1",743185,743204,0
"NC_002607.1",743192,743402,"NC_002607.1",743185,743204,0
"NC_002607.1",743402,743487,"NC_002607.1",743495,743583,0.007
"NC_002607.1",743487,743684,"NC_002607.1",743495,743583,0
"NC_002607.1",743684,743691,"NC_002607.1",743768,743781,0.076
"NC_002607.1",743691,743808,"NC_002607.1",743768,743781,0
"NC_002607.1",743808,743899,"NC_002607.1",743768,743781,0.026
"NC_002607.1",743899,744074,"NC_002607.1",744121,744135,0.046
"NC_002607.1",744074,744241,"NC_002607.1",744121,744135,0
"NC_002607.1",744245,744372,"NC_002607.1",744121,744135,0.109
"NC_002607.1",744388,744479,"NC_002607.1",744121,744135,0.252
"NC_002607.1",744479,744565,"NC_002607.1",744121,744135,0.343
"NC_002607.1",744565,744585,"NC_002607.1",744121,744135,0.429
"NC_002607.1",744585,744653,"NC_002607.1",744121,744135,0.449
"NC_002607.1",744653,744692,"NC_002607.1",744121,744135,0.517
"NC_002607.1",744692,744961,"NC_002607.1",745479,745493,0.517
"NC_002607.1",744961,745218,"NC_002607.1",745479,745493,0.26
"NC_002607.1",745218,745541,"NC_002607.1",745479,745493,0
"NC_002607.1",745541,745588,"NC_002607.1",745479,745493,0.047
"NC_002607.1",745588,745682,"NC_002607.1",745690,745716,0.007
"NC_002607.1",745796,745843,"NC_002607.1",745690,745716,0.079
"NC_002607.1",746070,746121,"NC_002607.1",746075,746089,0
"NC_002607.1",746184,746300,"NC_002607.1",746266,746279,0
"NC_002607.1",746300,746394,"NC_002607.1",746296,746308,0
"NC_002607.1",746404,746546,"NC_002607.1",746532,746545,0
"NC_002607.1",746704,746791,"NC_002607.1",746532,746545,0.158
"NC_002607.1",746791,747012,"NC_002607.1",747178,747198,0.165
"NC_002607.1",747012,747040,"NC_002607.1",747178,747198,0.137
"NC_002607.1",747040,747135,"NC_002607.1",747178,747198,0.042
"NC_002607.1",747135,747269,"NC_002607.1",747178,747198,0
"NC_002607.1",747269,747358,"NC_002607.1",747178,747198,0.07
"NC_002607.1",747358,747373,"NC_002607.1",747178,747198,0.159
"NC_002607.1",747373,747490,"NC_002607.1",747178,747198,0.174
"NC_002607.1",747490,747579,"NC_002607.1",747862,747873,0.282
"NC_002607.1",747579,747663,"NC_002607.1",747862,747873,0.198
"NC_002607.1",747663,747676,"NC_002607.1",747862,747873,0.185
"NC_002607.1",747676,747893,"NC_002607.1",747862,747873,0
"NC_002607.1",747893,748184,"NC_002607.1",748072,748084,0
"NC_002607.1",748184,748278,"NC_002607.1",748251,748267,0
"NC_002607.1",748278,748594,"NC_002607.1",748384,748477,0
"NC_002607.1",748594,748756,"NC_002607.1",748533,748549,0.044
"NC_002607.1",748756,748781,"NC_002607.1",748930,748944,0.148
"NC_002607.1",748781,748844,"NC_002607.1",748930,748944,0.085
"NC_002607.1",748844,748991,"NC_002607.1",748930,748944,0
"NC_002607.1",748991,749157,"NC_002607.1",748930,748944,0.046
"NC_002607.1",749157,749326,"NC_002607.1",749479,749493,0.152
"NC_002607.1",749326,749513,"NC_002607.1",749479,749493,0
"NC_002607.1",749513,749925,"NC_002607.1",749479,749493,0.019
"NC_002607.1",749925,750059,"NC_002607.1",749479,749493,0.431
"NC_002607.1",750059,750075,"NC_002607.1",749479,749493,0.565
"NC_002607.1",750075,750228,"NC_002607.1",749479,749493,0.581
"NC_002607.1",750228,750253,"NC_002607.1",749479,749493,0.734
"NC_002607.1",750253,750300,"NC_002607.1",749479,749493,0.759
"NC_002607.1",750300,750691,"NC_002607.1",751495,751509,0.803
"NC_002607.1",750691,750769,"NC_002607.1",751495,751509,0.725
"NC_002607.1",750769,750859,"NC_002607.1",751495,751509,0.635
"NC_002607.1",750859,751656,"NC_002607.1",751495,751509,0
"NC_002607.1",751656,751721,"NC_002607.1",751787,751800,0.065
"NC_002607.1",751721,751833,"NC_002607.1",751787,751800,0
"NC_002607.1",751833,751848,"NC_002607.1",751787,751800,0.032
"NC_002607.1",751848,751908,"NC_002607.1",751787,751800,0.047
"NC_002607.1",751908,752029,"NC_002607.1",751787,751800,0.107
"NC_002607.1",752029,752483,"NC_002607.1",752145,752166,0
"NC_002607.1",752483,752501,"NC_002607.1",752258,752275,0.207
"NC_002607.1",752501,752567,"NC_002607.1",752258,752275,0.225
"NC_002607.1",752567,752778,"NC_002607.1",752841,752854,0.062
"NC_002607.1",752778,752860,"NC_002607.1",752841,752854,0
"NC_002607.1",752860,753372,"NC_002607.1",752841,752854,0.005
"NC_002607.1",753372,753764,"NC_002607.1",752841,752854,0.517
"NC_002607.1",753764,753902,"NC_002607.1",754721,754738,0.818
"NC_002607.1",753902,754094,"NC_002607.1",754721,754738,0.626
"NC_002607.1",754094,754144,"NC_002607.1",754721,754738,0.576
"NC_002607.1",754144,754249,"NC_002607.1",754721,754738,0.471
"NC_002607.1",754249,754756,"NC_002607.1",754721,754738,0
"NC_002607.1",754756,754834,"NC_002607.1",754721,754738,0.017
"NC_002607.1",754834,754935,"NC_002607.1",754721,754738,0.095
"NC_002607.1",754935,754996,"NC_002607.1",754721,754738,0.196
"NC_002607.1",754996,755177,"NC_002607.1",754721,754738,0.257
"NC_002607.1",755177,755519,"NC_002607.1",754721,754738,0.438
"NC_002607.1",755519,755586,"NC_002607.1",756032,756045,0.445
"NC_002607.1",755586,755644,"NC_002607.1",756032,756045,0.387
"NC_002607.1",755669,755708,"NC_002607.1",756032,756045,0.323
"NC_002607.1",755708,755717,"NC_002607.1",756032,756045,0.314
"NC_002607.1",755717,755899,"NC_002607.1",756032,756045,0.132
"NC_002607.1",755899,755986,"NC_002607.1",756032,756045,0.045
"NC_002607.1",755986,756001,"NC_002607.1",756032,756045,0.03
"NC_002607.1",756001,756277,"NC_002607.1",756032,756045,0
"NC_002607.1",756277,756460,"NC_002607.1",756032,756045,0.231
"NC_002607.1",756460,757025,"NC_002607.1",756032,756045,0.414
"NC_002607.1",757025,757354,"NC_002607.1",757814,757829,0.459
"NC_002607.1",757354,757422,"NC_002607.1",757814,757829,0.391
"NC_002607.1",757422,757473,"NC_002607.1",757814,757829,0.34
"NC_002607.1",757473,757542,"NC_002607.1",757814,757829,0.271
"NC_002607.1",757542,757623,"NC_002607.1",757814,757829,0.19
"NC_002607.1",757623,757779,"NC_002607.1",757814,757829,0.034
"NC_002607.1",757779,757835,"NC_002607.1",757814,757829,0
"NC_002607.1",757835,757842,"NC_002607.1",757814,757829,0.005
"NC_002607.1",757842,759358,"NC_002607.1",758598,758615,0
"NC_002607.1",759358,759503,"NC_002607.1",759636,759666,0.132
"NC_002607.1",759900,760034,"NC_002607.1",759894,759910,0
"NC_002607.1",760034,760089,"NC_002607.1",760169,760182,0.079
"NC_002607.1",760089,760121,"NC_002607.1",760169,760182,0.047
"NC_002607.1",760121,760125,"NC_002607.1",760169,760182,0.043
"NC_002607.1",760125,760534,"NC_002607.1",760169,760182,0
"NC_002607.1",760595,760617,"NC_002607.1",760609,760698,0
"NC_002607.1",760617,760720,"NC_002607.1",760609,760698,0
"NC_002607.1",760776,760878,"NC_002607.1",760942,761005,0.063
"NC_002607.1",761049,761203,"NC_002607.1",760942,761005,0.043
"NC_002607.1",761203,761278,"NC_002607.1",761347,761362,0.068
"NC_002607.1",761278,761495,"NC_002607.1",761347,761362,0
"NC_002607.1",761567,761630,"NC_002607.1",761593,761605,0
"NC_002607.1",761637,761740,"NC_002607.1",761694,761757,0
"NC_002607.1",761740,761812,"NC_002607.1",761694,761757,0
"NC_002607.1",761812,761883,"NC_002607.1",761934,761946,0.05
"NC_002607.1",761890,761922,"NC_002607.1",761934,761946,0.011
"NC_002607.1",761922,762035,"NC_002607.1",761934,761946,0
"NC_002607.1",762123,762183,"NC_002607.1",762240,762254,0.056
"NC_002607.1",762183,762309,"NC_002607.1",762240,762254,0
"NC_002607.1",762328,762455,"NC_002607.1",762406,762422,0
"NC_002607.1",762455,762470,"NC_002607.1",762492,762507,0.021
"NC_002607.1",762470,762630,"NC_002607.1",762492,762507,0
"NC_002607.1",762630,762711,"NC_002607.1",762506,762521,0.108
"NC_002607.1",762711,762840,"NC_002607.1",762506,762521,0.189
"NC_002607.1",762840,762930,"NC_002607.1",763089,763104,0.158
"NC_002607.1",762930,762974,"NC_002607.1",763089,763104,0.114
"NC_002607.1",762974,762997,"NC_002607.1",763089,763104,0.091
"NC_002607.1",762997,763202,"NC_002607.1",763089,763104,0
"NC_002607.1",763202,763332,"NC_002607.1",763351,763363,0.018
"NC_002607.1",763332,763392,"NC_002607.1",763351,763363,0
"NC_002607.1",763392,763447,"NC_002607.1",763351,763363,0.028
"NC_002607.1",763447,763576,"NC_002607.1",763351,763363,0.083
"NC_002607.1",763576,763644,"NC_002607.1",763351,763363,0.212
"NC_002607.1",763644,763727,"NC_002607.1",763977,763988,0.249
"NC_002607.1",763727,763897,"NC_002607.1",763977,763988,0.079
"NC_002607.1",763968,764055,"NC_002607.1",763977,763988,0
"NC_002607.1",764055,764163,"NC_002607.1",763977,763988,0.066
"NC_002607.1",764163,764239,"NC_002607.1",763977,763988,0.174
"NC_002607.1",764239,764289,"NC_002607.1",763977,763988,0.25
"NC_002607.1",764289,764448,"NC_002607.1",763977,763988,0.3
"NC_002607.1",764448,764469,"NC_002607.1",763977,763988,0.459
"NC_002607.1",764469,764507,"NC_002607.1",763977,763988,0.48
"NC_002607.1",764507,764561,"NC_002607.1",763977,763988,0.518
"NC_002607.1",764561,764602,"NC_002607.1",763977,763988,0.572
"NC_002607.1",764638,764877,"NC_002607.1",763977,763988,0.649
"NC_002607.1",764877,764905,"NC_002607.1",763977,763988,0.888
"NC_002607.1",764905,764922,"NC_002607.1",763977,763988,0.916
"NC_002607.1",764922,764935,"NC_002607.1",763977,763988,0.933
"NC_002607.1",764935,765366,"NC_002607.1",763977,763988,0.946
"NC_002607.1",765366,765450,"NC_002607.1",766324,766339,0.873
"NC_002607.1",765450,765517,"NC_002607.1",766324,766339,0.806
"NC_002607.1",765517,765577,"NC_002607.1",766324,766339,0.746
"NC_002607.1",765577,765699,"NC_002607.1",766324,766339,0.624
"NC_002607.1",765716,765745,"NC_002607.1",766324,766339,0.578
"NC_002607.1",765745,765763,"NC_002607.1",766324,766339,0.56
"NC_002607.1",765763,765802,"NC_002607.1",766324,766339,0.521
"NC_002607.1",765802,765876,"NC_002607.1",766324,766339,0.447
"NC_002607.1",765876,765891,"NC_002607.1",766324,766339,0.432
"NC_002607.1",765891,765968,"NC_002607.1",766324,766339,0.355
"NC_002607.1",765968,766060,"NC_002607.1",766324,766339,0.263
"NC_002607.1",766060,766084,"NC_002607.1",766324,766339,0.239
"NC_002607.1",766084,766196,"NC_002607.1",766324,766339,0.127
"NC_002607.1",766196,766280,"NC_002607.1",766324,766339,0.043
"NC_002607.1",766280,766286,"NC_002607.1",766324,766339,0.037
"NC_002607.1",766286,766389,"NC_002607.1",766324,766339,0
"NC_002607.1",766389,766620,"NC_002607.1",766324,766339,0.049
"NC_002607.1",766620,766694,"NC_002607.1",766801,766824,0.106
"NC_002607.1",766694,766855,"NC_002607.1",766801,766824,0
"NC_002607.1",766855,767071,"NC_002607.1",766868,766883,0
"NC_002607.1",767071,767103,"NC_002607.1",766991,767003,0.067
"NC_002607.1",767103,767235,"NC_002607.1",766991,767003,0.099
"NC_002607.1",767235,767310,"NC_002607.1",767428,767439,0.117
"NC_002607.1",767490,767521,"NC_002607.1",767428,767439,0.05
"NC_002607.1",767521,767993,"NC_002607.1",767594,767611,0
"NC_002607.1",767993,768046,"NC_002607.1",768029,768046,0
"NC_002607.1",768054,768251,"NC_002607.1",768029,768046,0.007
"NC_002607.1",768251,768343,"NC_002607.1",768534,768545,0.19
"NC_002607.1",768343,768364,"NC_002607.1",768534,768545,0.169
"NC_002607.1",768364,768400,"NC_002607.1",768534,768545,0.133
"NC_002607.1",768400,768508,"NC_002607.1",768534,768545,0.025
"NC_002607.1",768508,768687,"NC_002607.1",768534,768545,0
"NC_002607.1",768687,768795,"NC_002607.1",768534,768545,0.141
"NC_002607.1",768795,768818,"NC_002607.1",768534,768545,0.249
"NC_002607.1",768818,768994,"NC_002607.1",769257,769270,0.262
"NC_002607.1",768994,769089,"NC_002607.1",769257,769270,0.167
"NC_002607.1",769110,769424,"NC_002607.1",769257,769270,0
"NC_002607.1",769424,769488,"NC_002607.1",769257,769270,0.153
"NC_002607.1",769567,769733,"NC_002607.1",769257,769270,0.296
"NC_002607.1",769842,769920,"NC_002607.1",770341,770355,0.42
"NC_002607.1",769920,770082,"NC_002607.1",770341,770355,0.258
"NC_002607.1",770082,770143,"NC_002607.1",770341,770355,0.197
"NC_002607.1",770143,770277,"NC_002607.1",770341,770355,0.063
"NC_002607.1",770277,770458,"NC_002607.1",770341,770355,0
"NC_002607.1",770458,770564,"NC_002607.1",770547,770636,0
"NC_002607.1",770564,770648,"NC_002607.1",770547,770636,0
"NC_002607.1",770648,770683,"NC_002607.1",770547,770636,0.011
"NC_002607.1",770683,771036,"NC_002607.1",770547,770636,0.046
"NC_002607.1",771036,771090,"NC_002607.1",770547,770636,0.399
"NC_002607.1",771090,771955,"NC_002607.1",771557,771573,0
"NC_002607.1",771955,772130,"NC_002607.1",771949,771965,0
"NC_002607.1",772130,772530,"NC_002607.1",771949,771965,0.164
"NC_002607.1",772530,772692,"NC_002607.1",772933,772962,0.24
"NC_002607.1",772692,772966,"NC_002607.1",772933,772962,0
"NC_002607.1",772966,773004,"NC_002607.1",772970,772983,0
"NC_002607.1",773004,773058,"NC_002607.1",772970,772983,0.02
"NC_002607.1",773058,773068,"NC_002607.1",773085,773097,0.016
"NC_002607.1",773068,773239,"NC_002607.1",773085,773097,0
"NC_002607.1",773239,773457,"NC_002607.1",773085,773097,0.141
"NC_002607.1",773457,773478,"NC_002607.1",773664,773678,0.185
"NC_002607.1",773478,773508,"NC_002607.1",773664,773678,0.155
"NC_002607.1",773508,773681,"NC_002607.1",773664,773678,0
"NC_002607.1",773681,774059,"NC_002607.1",773664,773678,0.002
"NC_002607.1",774059,774110,"NC_002607.1",774254,774268,0.143
"NC_002607.1",774110,774221,"NC_002607.1",774254,774268,0.032
"NC_002607.1",774221,774271,"NC_002607.1",774254,774268,0
"NC_002607.1",774271,774413,"NC_002607.1",774371,774383,0
"NC_002607.1",774413,774608,"NC_002607.1",774410,774422,0
"NC_002607.1",774608,774711,"NC_002607.1",774832,774843,0.12
"NC_002607.1",774711,774969,"NC_002607.1",774832,774843,0
"NC_002607.1",775046,775178,"NC_002607.1",775200,775215,0.021
"NC_002607.1",775178,775232,"NC_002607.1",775200,775215,0
"NC_002607.1",775232,775322,"NC_002607.1",775200,775215,0.016
"NC_002607.1",775322,775427,"NC_002607.1",775371,775408,0
"NC_002607.1",775427,775490,"NC_002607.1",775371,775408,0.018
"NC_002607.1",775490,775583,"NC_002607.1",775549,775560,0
"NC_002607.1",775583,775702,"NC_002607.1",775709,775724,0.006
"NC_002607.1",775702,775711,"NC_002607.1",775709,775724,0
"NC_002607.1",775711,775719,"NC_002607.1",775709,775724,0
"NC_002607.1",775719,775968,"NC_002607.1",775709,775724,0
"NC_002607.1",775968,776108,"NC_002607.1",776190,776202,0.081
"NC_002607.1",776108,776220,"NC_002607.1",776190,776202,0
"NC_002607.1",776220,776558,"NC_002607.1",776227,776238,0
"NC_002607.1",776558,776591,"NC_002607.1",776227,776238,0.319
"NC_002607.1",776591,776769,"NC_002607.1",776227,776238,0.352
"NC_002607.1",776769,777019,"NC_002607.1",777272,777283,0.252
"NC_002607.1",777019,777066,"NC_002607.1",777272,777283,0.205
"NC_002607.1",777066,777141,"NC_002607.1",777272,777283,0.13
"NC_002607.1",777225,777240,"NC_002607.1",777272,777283,0.031
"NC_002607.1",777240,777313,"NC_002607.1",777272,777283,0
"NC_002607.1",777313,777368,"NC_002607.1",777272,777283,0.029
"NC_002607.1",777368,777469,"NC_002607.1",777451,777464,0
"NC_002607.1",777469,777485,"NC_002607.1",777451,777464,0.004
"NC_002607.1",777485,777511,"NC_002607.1",777451,777464,0.02
"NC_002607.1",777511,777515,"NC_002607.1",777451,777464,0.046
"NC_002607.1",777515,777584,"NC_002607.1",777451,777464,0.05
"NC_002607.1",777725,777791,"NC_002607.1",777765,777777,0
"NC_002607.1",777791,777851,"NC_002607.1",777856,777867,0.004
"NC_002607.1",777851,778120,"NC_002607.1",777856,777867,0
"NC_002607.1",778120,778202,"NC_002607.1",777856,777867,0.252
"NC_002607.1",778220,778279,"NC_002607.1",778628,778641,0.348
"NC_002607.1",778294,778362,"NC_002607.1",778628,778641,0.265
"NC_002607.1",778362,778654,"NC_002607.1",778628,778641,0
"NC_002607.1",778681,778723,"NC_002607.1",778628,778641,0.039
"NC_002607.1",778723,778884,"NC_002607.1",778871,778917,0
"NC_002607.1",778884,778984,"NC_002607.1",778871,778917,0
"NC_002607.1",778984,779133,"NC_002607.1",778871,778917,0.066
"NC_002607.1",779133,779411,"NC_002607.1",779221,779233,0
"NC_002607.1",779411,779498,"NC_002607.1",779397,779411,0
"NC_002607.1",779551,779676,"NC_002607.1",779397,779411,0.139
